sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
02000411,5.4,5.75,3.4,4.25,4.75,7.25,,,,N1
02000412,8.2,5.75,8.4,7.0,4.25,5.0,,,,N1
02000413,6.4,6.5,9.2,4.75,4.75,6.5,,,,N1
02000414,5.8,5.5,4.0,6.0,6.75,3.75,,,,N1
02000415,5.6,5.25,4.4,3.75,3.75,4.25,,,,N1
02000416,8.4,6.5,8.8,6.75,7.75,6.0,,,,N1
02000417,8.0,5.25,8.2,8.5,8.75,3.0,,,,N1
02000418,8.0,6.5,6.2,2.75,9.0,8.0,,,,N1
02000419,7.2,5.75,7.4,5.25,5.75,7.0,,,,N1
02000420,8.4,3.75,9.0,5.5,7.5,6.75,,,,N1
02000421,7.0,5.5,9.2,4.75,3.5,4.75,,,,N1
02000422,8.4,6.5,5.6,7.25,7.75,5.0,,,,N1
02000423,7.4,6.5,9.2,5.0,6.25,5.5,,,,N1
02000424,7.6,6.5,8.6,5.25,7.0,6.5,,,,N1
02000425,8.6,6.5,7.4,5.75,9.0,9.0,,,,N1
02000426,9.0,6.25,8.6,8.75,6.25,7.0,,,,N1
02000427,7.2,6.75,7.6,7.5,8.25,5.5,,,,N1
02000428,8.4,7.5,9.8,7.5,8.25,6.5,,,,N1
02000429,8.4,4.5,8.8,8.5,6.5,6.25,,,,N1
02000430,8.0,7.25,7.2,7.75,5.5,6.0,,,,N1
02000431,7.2,6.75,8.4,7.0,5.0,6.0,,,,N1
02000432,8.6,7.5,9.8,7.75,8.5,8.0,,,,N1
02000433,8.4,8.75,9.0,,,,8.5,7.5,9.5,N1
02000434,7.6,6.5,9.0,4.0,6.75,7.25,,,,N1
02000435,7.8,7.75,5.6,7.5,8.0,5.25,,,,N1
02000436,8.4,6.25,8.0,9.0,8.25,6.5,,,,N1
02000437,8.2,7.75,9.0,7.5,6.0,5.75,,,,N1
02000438,7.6,3.75,8.4,7.0,7.0,6.0,,,,N1
02000439,7.0,7.75,8.4,6.75,6.0,6.25,,,,N1
02000440,8.2,7.0,8.4,7.0,6.25,5.5,,,,N1
02000441,6.2,7.25,6.4,6.5,5.5,4.25,,,,N1
02000442,7.6,8.75,9.0,8.5,4.5,4.5,,,,N1
02000443,8.0,7.5,8.6,7.5,7.0,6.5,,,,N1
02000444,7.8,7.5,9.0,5.25,4.5,6.0,,,,N1
02000445,7.0,8.0,9.0,3.25,7.75,6.75,,,,N1
02000446,7.4,5.5,8.0,7.75,4.0,6.25,,,,N1
02000447,6.6,6.0,8.6,2.75,5.5,6.75,,,,N1
02000448,8.2,7.0,9.0,7.25,8.75,4.5,,,,N1
02000449,8.4,6.0,10.0,6.75,9.75,8.25,,,,N1
02000450,6.8,6.5,8.6,5.5,3.75,4.5,,,,N1
02000451,8.0,7.0,9.4,7.0,7.0,6.5,,,,N1
02000452,8.2,8.0,8.4,5.75,6.75,5.5,,,,N1
02000453,8.6,6.0,7.6,7.25,9.0,7.25,,,,N1
02000454,7.6,6.0,8.6,4.0,8.0,4.5,,,,N1
02000455,9.0,7.0,9.6,8.25,8.5,8.0,,,,N1
02000456,6.6,6.5,7.8,4.0,3.5,5.25,,,,N1
02000457,8.8,5.75,8.8,9.25,7.75,6.0,,,,N1
02000458,8.4,5.75,9.0,7.75,5.25,5.5,,,,N1
02000459,8.6,6.25,8.6,9.25,8.25,5.5,,,,N1
02000460,8.2,4.5,7.8,8.0,6.5,5.75,,,,N1
02000461,8.2,7.25,9.6,9.0,8.75,7.25,,,,N1
02000462,8.0,5.5,7.4,6.5,5.0,6.5,,,,N1
02000463,8.0,7.25,7.6,7.25,5.25,5.25,,,,N1
02000464,6.8,6.0,7.6,4.0,6.25,7.75,,,,N1
02000465,8.0,6.75,8.8,8.0,4.5,7.25,,,,N1
02000466,7.2,7.75,9.8,,,,6.5,7.5,7.5,N1
02000467,7.8,4.0,,7.5,7.25,6.75,,,,
02000468,6.4,8.5,6.6,,,,7.75,6.25,8.75,N1
02000469,7.8,7.0,7.8,7.25,5.5,4.0,,,,N1
02000470,8.6,7.25,4.4,6.5,5.0,5.25,,,,N1
02000471,7.0,5.75,5.8,6.0,4.25,6.25,,,,N1
02000472,8.0,6.75,8.8,8.5,5.0,6.75,,,,N1
02000473,7.2,7.25,9.0,5.5,4.5,5.5,,,,N1
02000474,8.8,7.25,,,,,7.5,7.5,9.0,
02000475,7.6,8.0,,4.25,8.25,8.0,,,,
02000476,6.4,7.25,6.8,6.5,4.5,5.0,,,,N1
02000477,7.4,6.25,,4.75,6.5,8.0,,,,
02000478,7.4,7.75,9.0,4.0,7.25,5.5,,,,N1
02000479,8.6,6.75,,6.5,8.75,6.25,,,,
02000480,8.0,8.5,,,,,8.0,8.5,9.0,
02000481,7.4,7.25,8.6,,,,8.0,7.75,8.25,N1
02000482,6.2,8.25,7.8,,,,7.5,7.75,9.25,N1
02000483,8.2,8.75,9.0,,,,7.75,7.75,8.75,N1
02000484,7.4,7.5,8.0,,,,7.0,5.75,8.75,N1
02000485,7.8,6.75,9.6,4.0,4.75,3.75,,,,N1
02000486,7.2,8.25,8.2,,,,7.0,8.0,9.0,N1
02000487,6.8,6.75,6.2,5.75,6.25,8.25,,,,N1
02000488,6.8,7.75,7.8,6.25,3.75,4.0,,,,N1
02000489,8.2,6.75,7.8,,,,8.25,7.75,8.75,N1
02000490,7.4,7.0,8.6,5.5,8.0,6.0,,,,N1
02000491,8.4,6.5,9.0,4.0,8.75,5.5,,,,N1
02000492,8.4,6.5,8.4,7.25,9.0,6.25,,,,N1
02000493,7.4,6.0,8.8,6.75,5.25,6.75,,,,N1
02000494,5.0,5.5,7.4,,,,7.75,7.75,8.75,N1
02000495,7.8,6.75,6.6,7.5,4.75,4.25,,,,N1
02000496,8.6,7.0,8.4,,,,7.75,6.25,8.5,N1
02000497,6.8,6.5,9.0,5.75,6.25,7.75,,,,N1
02000498,7.4,7.0,8.6,,,,7.25,8.0,8.5,N1
02000499,8.4,8.25,9.0,7.25,7.25,6.25,,,,N1
02000500,5.8,7.0,6.4,5.75,7.5,5.0,,,,N1
02000501,8.2,8.5,8.8,8.25,6.0,7.5,,,,N1
02000502,7.4,6.25,7.0,,,,6.25,6.5,8.0,N1
02000503,8.0,8.25,8.4,,,,5.5,7.0,8.0,N1
02000504,7.4,8.25,8.6,,,,7.5,5.75,8.25,N1
02000505,7.6,7.5,6.8,,,,6.0,7.75,8.0,N1
02000506,8.4,8.25,8.6,6.0,6.75,8.25,,,,N1
02000507,5.2,6.0,8.4,1.5,7.5,5.5,,,,N1
02000508,7.8,7.75,9.4,,,,8.0,8.25,9.0,N1
02000509,8.4,7.0,8.2,,,,7.5,6.75,8.25,N1
02000510,5.8,6.75,6.8,5.0,7.0,7.0,,,,N1
02000511,7.2,8.0,9.2,,,,8.0,9.0,9.75,N1
02000512,9.0,8.0,8.4,6.0,7.5,7.0,,,,N1
02000513,6.8,8.0,7.8,5.25,8.25,5.0,,,,N1
02000514,8.0,5.75,9.4,7.5,5.75,5.0,,,,N1
02000515,7.2,7.75,,,,,6.5,6.75,8.0,
02000516,6.6,6.0,7.0,5.75,3.5,4.75,,,,N1
02000517,7.8,6.25,8.0,7.25,7.0,6.25,,,,N1
02000518,9.6,6.75,,6.75,9.5,9.25,,,,
02000519,6.6,6.75,4.2,,,,7.0,7.25,7.75,N1
02000520,6.4,6.0,8.6,7.0,5.75,5.0,,,,N1
02000521,8.8,8.25,8.0,9.0,7.75,6.75,,,,N1
02000522,5.8,7.0,7.4,,,,7.75,7.75,8.5,N1
02000523,7.6,6.25,9.4,8.25,5.75,6.75,,,,N1
02000524,8.2,6.75,9.0,7.25,6.0,4.75,,,,N1
02000525,8.8,5.5,8.6,8.25,8.0,5.75,,,,N1
02000526,7.0,8.25,9.8,,,,8.75,7.75,9.0,N1
02000527,8.4,8.5,8.8,7.0,7.75,6.5,,,,N1
02000528,8.2,8.0,8.6,,,,6.5,8.5,8.75,N1
02000529,7.2,7.75,7.4,6.75,7.25,5.75,,,,N1
02000530,7.8,6.75,,7.0,7.25,7.75,,,,
02000531,8.4,6.25,,6.25,7.25,7.0,,,,
02000532,7.0,7.5,6.8,7.5,4.75,4.75,,,,N1
02000533,8.0,7.25,,7.5,8.5,8.25,,,,
02000534,7.8,8.0,,,,,7.5,7.75,8.75,
02000535,7.4,6.75,7.8,7.75,7.25,6.5,,,,N1
02000536,7.8,7.25,,3.5,6.25,7.75,,,,
02000537,7.8,5.75,,4.0,8.75,8.0,,,,
02000538,7.4,7.25,8.0,7.0,5.5,4.25,,,,N1
02000539,5.8,8.25,7.6,,,,4.75,4.75,7.5,N1
02000540,8.0,6.75,,,,,9.25,8.5,9.25,
02000541,7.8,7.25,8.0,,,,5.25,7.25,7.75,N1
02000542,8.4,7.25,,8.25,9.25,9.25,,,,
02000543,6.8,6.0,3.4,,,,4.75,7.0,8.25,N1
02000544,7.8,7.75,8.8,8.25,6.5,7.5,,,,N1
02000545,7.8,7.75,8.6,7.5,7.75,6.75,,,,N1
02000546,7.2,8.0,8.2,6.25,6.75,6.5,,,,N1
02000547,8.4,8.75,8.8,4.75,9.0,9.25,,,,N1
02000548,8.4,8.25,8.6,7.5,8.25,5.75,,,,N1
02000549,7.6,8.25,9.0,,,,7.75,7.5,8.75,N1
02000550,7.8,7.0,9.0,7.0,8.25,6.75,,,,N1
02000551,7.8,7.75,9.2,,,,7.5,6.75,8.25,N1
02000552,7.2,8.25,7.4,5.5,5.25,6.5,,,,N1
02000553,8.2,8.0,9.0,,,,8.75,9.25,9.25,N1
02000554,6.6,7.75,7.8,,,,7.0,7.25,8.25,N1
02000555,6.6,5.5,3.8,,,,4.0,5.0,7.0,N1
02000556,8.4,8.5,9.4,,,,7.75,7.5,9.5,N1
02000557,8.0,8.25,9.4,8.25,4.5,5.75,,,,N1
02000558,7.8,7.25,8.0,4.5,7.75,7.75,,,,N1
02000559,8.0,7.5,,2.25,7.0,8.0,,,,
02000560,6.0,7.0,9.4,7.0,6.0,7.5,,,,N1
02000561,7.8,7.75,,,,,7.0,7.75,8.5,
02000562,6.8,6.75,8.2,,,,8.5,7.5,8.25,N1
02000563,8.2,7.0,8.8,5.5,8.75,6.75,,,,N1
02000564,8.4,6.25,9.8,,,,8.0,8.75,9.25,N1
02000565,7.0,5.75,7.8,6.0,6.5,2.0,,,,N1
02000566,7.8,6.75,5.8,7.5,8.25,4.0,,,,N1
02000567,8.8,5.75,7.8,7.5,5.75,6.5,,,,N1
02000568,8.6,7.25,7.8,8.0,7.5,5.75,,,,N1
02000569,7.6,5.75,8.2,5.75,9.25,5.0,,,,N1
02000570,8.4,7.0,,6.5,7.25,4.25,,,,
02000571,8.0,6.5,7.8,3.75,8.0,7.5,,,,N1
02000572,8.4,6.5,9.2,7.25,7.5,6.75,,,,N1
02000573,7.0,5.75,6.2,4.5,5.0,4.75,,,,N1
02000574,7.8,6.25,9.4,8.0,4.25,4.5,,,,N1
02000575,8.2,6.75,7.6,6.0,8.0,8.5,,,,N1
02000576,7.6,7.25,9.0,8.25,5.0,7.5,,,,N1
02000577,7.6,5.75,,5.75,4.75,6.5,,,,
02000578,8.4,7.0,9.6,8.0,8.25,6.25,,,,N1
02000579,7.2,8.5,8.2,6.5,7.5,7.0,,,,N1
02000580,8.0,6.5,7.6,3.5,7.5,8.25,,,,N1
02000581,7.2,7.25,8.6,,,,6.5,7.75,8.0,N1
02000582,8.2,3.75,8.2,7.75,5.5,6.0,,,,N1
02000583,7.4,6.25,5.2,,,,7.0,6.25,8.0,N1
02000584,8.6,7.25,6.2,7.75,8.25,6.0,,,,N1
02000585,7.4,5.75,7.4,5.0,8.0,7.0,,,,N1
02000586,7.6,8.0,7.2,,,,7.75,7.25,9.0,N6
02000587,7.4,7.0,,5.0,7.25,5.25,,,,
02000588,7.0,7.75,7.0,,,,7.25,7.75,7.75,N1
02000589,7.8,5.75,8.8,,,,7.75,7.0,9.75,N1
02000590,8.0,7.0,8.4,7.25,7.0,3.25,,,,N1
02000591,8.6,5.0,8.4,7.5,8.25,7.25,,,,N1
02000592,8.6,8.0,8.4,8.0,8.0,5.5,,,,N1
02000593,9.0,7.0,9.6,9.25,6.5,8.0,,,,N1
02000594,8.4,7.75,7.6,5.5,5.75,5.25,,,,N1
02000595,7.4,6.25,,6.0,5.25,6.25,,,,
02000596,7.4,6.5,,7.0,6.5,7.25,,,,
02000597,7.6,7.75,8.4,6.0,5.0,5.25,,,,N1
02000598,6.4,6.0,5.6,,,,7.5,6.75,8.25,N1
02000599,4.8,6.0,5.0,,,,6.0,8.0,8.0,N1
02000600,6.0,7.0,9.4,4.5,5.5,6.25,,,,N1
02000601,8.2,7.25,7.6,7.25,8.5,5.25,,,,N1
02000602,8.0,7.75,9.6,6.25,5.25,5.5,,,,N1
02000603,6.0,7.5,5.4,8.0,6.75,6.0,,,,N1
02000604,8.6,7.75,8.4,8.25,5.5,6.0,,,,N1
02000605,8.0,7.25,8.6,,,,6.25,6.75,7.75,N1
02000606,6.0,8.0,7.2,,,,6.75,7.5,8.75,N1
02000607,7.8,7.75,9.0,8.25,7.75,7.25,,,,N1
02000608,6.6,7.25,7.2,,,,6.0,8.0,9.0,N1
02000609,7.2,8.25,7.4,,,,7.5,7.5,8.75,N1
02000610,4.6,5.5,3.0,,,,5.0,4.75,6.5,N1
02000611,8.4,8.0,9.8,7.75,9.25,8.25,,,,N1
02000612,7.0,7.5,6.0,,,,5.5,7.25,7.5,N1
02000613,8.4,7.5,7.8,7.5,5.25,5.5,,,,N1
02000614,8.4,6.5,8.6,6.0,7.0,6.75,,,,N1
02000615,8.8,8.5,9.0,,,,8.75,7.5,9.25,N1
02000616,8.0,5.25,9.6,7.25,7.5,5.5,,,,N1
02000617,8.4,7.25,8.0,5.75,6.0,6.0,,,,N1
02000618,8.0,8.0,9.2,,,,8.0,9.0,9.25,N1
02000619,5.0,7.0,8.8,,,,6.5,6.75,7.0,N1
02000620,7.8,5.75,6.0,7.0,5.0,6.0,,,,N1
02000621,9.0,6.25,8.6,3.75,8.25,8.5,,,,N1
02000622,8.4,6.0,9.8,7.5,6.75,7.0,,,,N1
02000623,7.4,5.5,5.2,,,,5.75,8.0,8.25,N1
02000624,8.8,7.75,6.6,6.75,7.25,6.5,,,,N1
02000625,7.6,6.5,9.0,,,,7.75,6.0,7.5,N1
02000626,8.4,6.0,7.2,,,,7.25,7.75,8.5,N1
02000627,8.2,6.5,8.6,7.0,4.75,5.0,,,,N1
02000628,8.6,6.5,5.0,4.75,3.75,3.75,,,,N1
02000629,6.4,6.25,3.6,4.0,6.0,5.25,,,,N1
02000630,5.6,6.0,3.2,,,,5.5,4.75,5.75,N1
02000631,8.4,7.5,9.2,7.5,8.0,6.75,,,,N1
02000632,7.2,6.25,7.6,5.0,7.0,4.5,,,,N1
02000633,7.8,5.5,5.0,3.25,6.25,7.25,,,,N1
02000634,8.0,6.5,6.2,4.75,7.75,8.0,,,,N1
02000635,7.2,3.75,9.0,,,,7.0,8.0,8.0,N1
02000636,8.4,7.5,9.2,8.25,6.25,6.0,,,,N1
02000637,8.6,7.75,9.2,7.5,9.5,6.25,,,,N1
02000638,7.0,7.5,8.0,,,,7.25,6.5,8.0,N1
02000639,7.6,8.0,7.8,6.75,4.75,5.0,,,,N1
02000640,5.8,7.5,8.0,,,,4.5,6.75,8.75,N1
02000641,6.8,7.75,7.6,5.75,3.5,5.75,,,,N1
02000642,8.4,8.5,9.6,,,,8.0,8.5,9.75,N1
02000643,6.4,8.0,8.0,4.25,7.0,5.5,,,,N1
02000644,7.6,6.5,6.8,5.0,4.5,5.0,,,,N1
02000645,7.4,6.0,8.4,,,,6.75,7.5,8.0,N1
02000646,8.8,8.0,9.0,,,,8.25,8.0,8.75,N1
02000647,6.0,4.5,6.2,,,,4.25,5.75,4.75,N1
02000648,8.2,6.5,8.4,,,,6.0,7.75,8.0,N1
02000649,8.2,7.75,8.8,5.25,5.75,3.5,,,,N1
02000650,7.4,7.25,8.6,,,,7.5,7.5,8.75,N1
02000651,5.6,7.0,5.8,3.5,4.5,5.25,,,,N1
02000652,8.4,7.75,9.2,6.5,5.25,6.25,,,,N1
02000653,8.4,9.25,8.6,,,,8.0,7.25,8.0,N1
02000654,7.0,7.25,7.8,,,,7.0,7.5,7.75,N1
02000655,6.0,6.25,3.8,4.25,4.5,5.75,,,,N1
02000656,8.2,8.0,8.8,,,,6.25,7.5,7.5,N1
02000657,7.0,7.0,7.6,3.5,7.25,8.25,,,,N1
02000658,8.4,5.5,8.2,,,,7.25,5.75,7.75,N1
02000659,7.2,6.75,7.2,,,,6.0,7.5,8.25,N1
02000660,9.0,8.25,8.2,,,,7.75,6.25,7.25,N1
02000661,7.8,7.25,9.4,8.0,3.75,6.5,,,,N1
02000662,8.0,8.0,9.0,7.0,5.25,5.5,,,,N1
02000663,8.0,6.0,8.8,6.75,6.75,6.5,,,,N1
02000664,5.8,7.25,7.8,7.5,6.25,6.25,,,,N1
02000665,7.2,6.0,9.4,7.75,4.5,6.25,,,,N1
02000666,8.8,7.5,8.4,,,,7.5,8.0,8.5,N1
02000667,8.4,7.25,9.4,7.25,6.25,6.5,,,,N1
02000668,5.6,7.5,,,,,8.25,8.75,8.75,
02000669,9.0,7.5,10.0,9.25,7.25,8.0,,,,N1
02000670,8.0,5.25,9.8,8.0,6.25,4.75,,,,N1
02000671,7.8,4.25,6.8,7.75,7.0,4.75,,,,N1
02000672,8.2,5.75,7.4,8.0,2.5,5.0,,,,N1
02000673,8.8,7.5,9.8,5.5,7.75,7.5,,,,N1
02000674,8.8,6.0,,7.25,9.25,7.75,,,,
02000675,5.6,6.75,7.8,3.75,5.5,5.5,,,,N1
02000676,8.6,8.0,8.6,,,,7.5,8.75,8.0,N1
02000677,8.4,8.25,9.4,7.25,6.25,6.25,,,,N1
02000678,6.6,6.5,,,,,6.0,8.75,8.25,
02000679,8.0,7.5,6.2,6.25,8.0,5.0,,,,N1
02000680,7.0,7.5,,,,,8.75,8.25,9.25,
02000681,7.2,7.5,8.8,,,,7.25,7.5,7.75,N1
02000682,8.0,7.5,7.8,6.75,4.0,4.0,,,,N1
02000683,7.2,7.75,8.4,,,,8.25,7.75,8.75,N1
02000684,6.6,7.25,,2.75,6.25,5.25,,,,
02000685,7.2,6.5,8.8,7.5,4.75,6.25,,,,N1
02000686,8.4,6.75,8.4,7.75,4.5,6.25,,,,N1
02000687,6.6,6.0,7.0,4.0,4.75,5.0,,,,N1
02000688,8.2,5.75,9.6,4.0,8.25,8.75,,,,N1
02000689,7.0,6.0,7.0,4.75,5.25,4.25,,,,N1
02000690,7.6,5.75,6.0,6.0,6.0,5.0,,,,N1
02000691,7.8,6.25,8.0,6.75,5.25,3.5,,,,N1
02000692,7.8,7.0,8.8,7.25,4.75,7.0,,,,N1
02000693,8.0,7.0,8.8,7.0,6.75,5.75,,,,N1
02000694,7.8,6.5,7.0,6.0,9.0,5.75,,,,N1
02000695,6.4,6.75,8.0,,,,7.25,5.75,7.5,N1
02000696,7.4,6.75,7.8,,,,7.0,7.75,9.5,N1
02000697,7.4,7.75,9.0,,,,8.0,8.25,9.5,N1
02000698,6.6,7.0,7.2,5.25,5.5,5.25,,,,N1
02000699,7.2,7.25,9.2,2.5,7.25,3.75,,,,N1
02000700,7.4,8.0,7.6,,,,8.0,8.5,7.5,N1
02000701,8.6,7.25,7.8,7.0,9.0,8.25,,,,N1
02000702,7.0,7.5,6.8,4.5,7.75,5.25,,,,N1
02000703,6.8,7.0,,,,,7.0,8.0,8.75,
02000704,8.2,8.0,8.6,5.25,8.75,8.5,,,,N1
02000705,8.0,8.0,8.8,7.75,7.25,7.0,,,,N1
02000706,8.0,6.5,8.2,7.0,7.75,5.75,,,,N1
02000707,7.0,8.0,8.8,,,,7.75,9.0,8.25,N1
02000708,8.4,8.0,7.0,,,,7.75,6.5,8.75,N1
02000709,7.6,7.75,8.4,,,,9.5,10.0,9.25,N1
02000710,4.2,7.5,9.2,,,,5.75,7.0,8.25,N1
02000711,8.2,8.25,8.4,7.0,6.25,4.5,,,,N1
02000712,8.0,6.5,8.4,3.25,7.75,8.25,,,,N1
02000713,7.4,8.0,9.0,7.0,7.25,6.0,,,,N1
02000714,7.2,8.25,9.4,,,,7.0,7.25,8.5,N1
02000715,8.0,7.0,8.0,6.0,4.75,6.75,,,,N1
02000716,5.4,4.75,3.6,,,,4.5,6.0,6.25,N1
02000717,7.0,7.25,8.4,,,,6.0,5.75,7.75,N1
02000718,7.6,7.75,8.6,,,,6.5,6.5,8.75,N1
02000719,7.4,8.0,8.0,,,,6.75,8.5,9.25,N1
02000720,8.0,5.5,,6.25,8.25,6.0,,,,
02000721,8.0,7.0,,,,,6.75,9.0,9.5,
02000722,5.4,7.25,4.4,,,,5.0,5.5,7.25,N1
02000723,7.0,8.0,9.4,,,,6.75,7.5,9.5,N1
02000724,5.0,5.0,2.0,,,,4.25,5.0,6.0,N1
02000725,8.8,8.0,,7.25,7.25,7.0,,,,
02000726,8.2,9.0,9.4,,,,8.5,6.25,9.25,N1
02000727,6.2,7.25,8.6,,,,8.75,6.75,8.25,N1
02000728,7.8,5.25,8.0,,,,5.0,5.75,7.25,N1
02000729,7.4,7.0,8.8,,,,8.75,7.75,8.25,N1
02000730,6.8,7.0,8.6,,,,8.5,7.75,8.0,N1
02000731,5.0,6.25,9.0,,,,6.5,6.5,8.0,N1
02000732,8.2,8.25,9.4,,,,7.5,7.25,8.25,N1
02000733,5.6,7.5,,4.0,5.0,5.75,,,,
02000734,8.0,6.0,,8.0,8.5,6.25,,,,
02000735,9.0,8.25,8.8,,,,7.25,8.5,8.25,N1
02000736,8.4,7.75,,8.0,8.75,7.0,,,,
02000737,7.8,7.25,8.4,,,,6.5,6.75,7.5,N1
02000738,8.0,5.25,,5.5,8.0,5.5,,,,
02000739,8.6,6.0,,6.75,8.75,6.75,,,,
02000740,7.4,6.0,,6.75,6.0,6.0,,,,
02000741,7.2,7.75,10.0,,,,9.5,9.5,9.0,N1
02000742,6.6,7.25,8.6,,,,7.25,7.25,8.75,N1
02000743,7.8,6.75,9.6,,,,7.25,8.75,9.0,N1
02000744,8.6,7.0,,7.0,7.5,5.0,,,,
02000745,6.8,7.75,,6.75,5.0,6.25,,,,
02000746,7.4,7.0,10.0,,,,9.0,8.5,8.5,N1
02000747,5.4,6.75,6.2,,,,4.5,7.0,8.75,N1
02000748,5.0,3.75,,4.75,6.0,5.75,,,,
02000749,7.0,6.0,,6.5,6.0,5.5,,,,
02000750,6.4,6.75,7.8,5.75,3.25,6.0,,,,N1
02000751,8.8,7.25,,7.5,7.75,5.75,,,,
02000752,8.2,8.5,9.2,,,,8.5,8.25,9.0,N1
02000753,7.8,6.0,7.8,4.0,7.5,8.0,,,,N1
02000754,6.6,6.75,6.8,,,,7.0,7.75,8.5,N1
02000755,7.8,6.75,7.6,,,,7.25,7.0,8.5,N1
02000756,9.4,6.5,9.4,8.25,8.25,7.0,,,,N1
02000757,7.8,5.0,6.8,5.75,6.75,6.25,,,,N1
02000758,8.6,6.5,9.6,8.25,6.25,6.25,,,,N1
02000759,8.8,5.25,9.0,3.0,6.5,4.0,,,,N1
02000760,7.6,6.5,,8.75,9.25,6.5,,,,
02000761,8.2,4.5,,5.5,8.25,7.25,,,,
02000762,7.8,7.75,8.6,4.75,7.75,5.75,,,,N1
02000763,5.6,6.25,6.4,,,,5.0,7.25,8.75,N1
02000764,7.2,8.25,8.0,,,,8.0,7.75,7.5,N1
02000765,8.6,7.25,9.6,,,,8.25,7.75,8.75,N1
02000766,8.8,6.5,,6.25,9.0,8.75,,,,
02000767,8.4,8.25,7.6,5.25,8.25,7.0,,,,N1
02000768,9.0,7.75,9.4,4.25,8.25,5.75,,,,N1
02000769,8.4,7.0,9.6,,,,7.25,8.5,9.0,N1
02000770,7.6,6.5,8.6,6.75,6.0,6.25,,,,N1
02000771,8.8,8.75,9.8,,,,8.25,9.0,9.0,N1
02000772,7.8,8.0,9.0,,,,8.75,6.75,9.0,N1
02000773,8.8,6.25,9.4,5.75,9.0,8.25,,,,N1
02000774,6.2,7.5,9.2,,,,7.75,6.5,8.75,N1
02000775,8.2,6.5,8.8,5.25,9.0,7.5,,,,N1
02000776,7.8,7.0,5.8,7.5,7.5,7.25,,,,N1
02000777,3.8,5.5,4.6,4.5,5.5,5.75,,,,N1
02000778,5.8,5.75,7.8,3.5,3.5,2.75,,,,N1
02000779,2.8,7.25,8.2,,,,5.75,7.25,8.0,N1
02000780,8.2,3.25,9.8,7.5,4.75,5.5,,,,N1
02000781,6.8,6.25,8.4,4.5,7.0,5.5,,,,N1
02000782,7.8,6.25,9.0,4.75,8.75,8.75,,,,N1
02000783,8.8,7.75,9.0,7.5,6.5,7.25,,,,N1
02000784,5.4,4.5,3.6,,,,6.0,6.25,8.0,N1
02000785,5.2,6.25,7.6,4.0,4.75,5.0,,,,N1
02000786,5.4,6.75,6.2,,,,10.0,8.75,7.75,N1
02000787,6.8,7.25,,6.25,7.5,7.0,,,,
02000788,5.4,7.25,4.6,,,,5.75,8.0,8.0,N1
02000789,8.4,8.0,9.2,,,,8.25,8.75,7.5,N1
02000790,8.6,8.25,,3.5,8.75,8.5,,,,
02000791,8.2,5.75,9.8,7.0,7.5,7.0,,,,N1
02000792,8.2,6.5,,6.75,7.75,4.75,,,,
02000793,5.0,7.25,9.0,,,,8.0,7.75,8.5,N1
02000794,7.0,7.0,,,,,8.25,8.0,8.25,
02000795,6.8,7.0,8.8,,,,7.0,6.75,7.5,N1
02000796,8.0,8.5,9.2,,,,7.5,7.25,9.0,N1
02000797,8.4,7.5,8.0,5.75,8.5,7.5,,,,N1
02000798,6.4,6.0,7.4,,,,8.25,6.75,8.75,N1
02000799,7.0,6.25,9.0,,,,7.5,8.5,7.5,N1
02000800,3.8,5.5,3.0,,,,3.5,5.25,6.5,N1
02000801,6.6,6.75,8.2,4.0,5.0,7.25,,,,N1
02000802,8.0,6.75,8.8,,,,6.75,6.5,7.25,N1
02000803,7.0,8.0,8.4,,,,5.25,6.75,8.75,N1
02000804,8.2,7.75,8.2,6.5,6.0,7.0,,,,N1
02000805,9.0,7.5,8.8,7.25,6.75,6.25,,,,N1
02000806,7.0,7.0,9.4,,,,7.25,7.5,8.0,N1
02000807,8.2,6.75,9.8,7.0,8.25,8.0,,,,N1
02000808,7.2,7.0,,7.5,7.75,7.5,,,,
02000809,8.8,7.25,10.0,8.0,5.5,5.5,,,,N1
02000810,8.2,5.75,,4.5,9.25,9.75,,,,
02000811,8.0,6.75,9.6,7.5,4.25,4.25,,,,N1
02000812,8.2,6.0,8.6,6.25,4.25,5.0,,,,N1
02000813,8.8,6.5,7.8,7.75,8.75,5.5,,,,N1
02000814,8.6,6.0,8.8,7.75,9.0,6.75,,,,N1
02000815,7.6,5.5,9.6,,,,6.0,7.5,8.25,N1
02000816,7.6,9.0,9.4,,,,7.75,8.75,8.5,N1
02000817,7.6,6.5,7.0,,,,7.0,6.0,7.75,N1
02000818,7.2,8.0,9.6,7.0,7.5,7.5,,,,N1
02000819,8.0,7.25,8.0,6.25,8.25,8.5,,,,N1
02000820,8.6,8.0,8.6,3.75,8.0,8.25,,,,N1
02000821,6.8,6.5,,,,,8.5,7.5,8.5,
02000822,7.4,5.25,8.6,4.75,4.5,4.75,,,,N1
02000823,8.4,5.75,8.2,8.0,9.25,6.25,,,,N1
02000824,9.0,4.5,,5.0,9.75,9.5,,,,
02000825,7.6,8.0,8.4,8.25,6.0,6.75,,,,N1
02000826,8.2,8.75,9.6,,,,7.75,9.25,9.25,N1
02000827,7.0,6.75,8.4,,,,7.25,6.75,9.25,N1
